AFFGEOID,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1400000US04019005300,4019005300,"Census Tract 53, Pima County, Arizona",3339,352
1400000US04019940600,4019940600,"Census Tract 9406, Pima County, Arizona",1191,195
1400000US04019940700,4019940700,"Census Tract 9407, Pima County, Arizona",1442,275
1400000US04019940800,4019940800,"Census Tract 9408, Pima County, Arizona",4033,560
1400000US04019940900,4019940900,"Census Tract 9409, Pima County, Arizona",2029,229
1400000US04019941000,4019941000,"Census Tract 9410, Pima County, Arizona",3863,297
1400000US04021000201,4021000201,"Census Tract 2.01, Pinal County, Arizona",5317,586
1400000US04021000204,4021000204,"Census Tract 2.04, Pinal County, Arizona",7414,730
1400000US04021000205,4021000205,"Census Tract 2.05, Pinal County, Arizona",18251,2262
1400000US04021000206,4021000206,"Census Tract 2.06, Pinal County, Arizona",4372,667
1400000US04021000207,4021000207,"Census Tract 2.07, Pinal County, Arizona",9919,1179
1400000US04021000208,4021000208,"Census Tract 2.08, Pinal County, Arizona",2076,364
1400000US04021000209,4021000209,"Census Tract 2.09, Pinal County, Arizona",9973,826
1400000US04021000210,4021000210,"Census Tract 2.10, Pinal County, Arizona",10773,1750
1400000US04021000211,4021000211,"Census Tract 2.11, Pinal County, Arizona",4348,830
1400000US04021000212,4021000212,"Census Tract 2.12, Pinal County, Arizona",5694,764
1400000US04021000213,4021000213,"Census Tract 2.13, Pinal County, Arizona",12480,1355
1400000US04021000214,4021000214,"Census Tract 2.14, Pinal County, Arizona",8901,851
1400000US04021000215,4021000215,"Census Tract 2.15, Pinal County, Arizona",3080,665
1400000US04021000307,4021000307,"Census Tract 3.07, Pinal County, Arizona",2123,434
1400000US04021000308,4021000308,"Census Tract 3.08, Pinal County, Arizona",5646,835
1400000US04021000309,4021000309,"Census Tract 3.09, Pinal County, Arizona",2113,367
1400000US04021000310,4021000310,"Census Tract 3.10, Pinal County, Arizona",3102,707
1400000US04021000311,4021000311,"Census Tract 3.11, Pinal County, Arizona",2587,266
1400000US04021000312,4021000312,"Census Tract 3.12, Pinal County, Arizona",3709,605
1400000US04021000313,4021000313,"Census Tract 3.13, Pinal County, Arizona",4751,598
1400000US04021000314,4021000314,"Census Tract 3.14, Pinal County, Arizona",5530,635
1400000US04021000315,4021000315,"Census Tract 3.15, Pinal County, Arizona",5166,775
1400000US04021000316,4021000316,"Census Tract 3.16, Pinal County, Arizona",7143,547
1400000US04021000317,4021000317,"Census Tract 3.17, Pinal County, Arizona",2246,274
1400000US04021000318,4021000318,"Census Tract 3.18, Pinal County, Arizona",6435,554
1400000US04021000319,4021000319,"Census Tract 3.19, Pinal County, Arizona",1140,179
1400000US04021000400,4021000400,"Census Tract 4, Pinal County, Arizona",2949,73
1400000US04021000603,4021000603,"Census Tract 6.03, Pinal County, Arizona",5177,408
1400000US04021000604,4021000604,"Census Tract 6.04, Pinal County, Arizona",4215,425
1400000US04021000700,4021000700,"Census Tract 7, Pinal County, Arizona",3961,580
1400000US04021000801,4021000801,"Census Tract 8.01, Pinal County, Arizona",12170,1278
1400000US04021000802,4021000802,"Census Tract 8.02, Pinal County, Arizona",4126,584
1400000US04021000803,4021000803,"Census Tract 8.03, Pinal County, Arizona",11770,889
1400000US04021000901,4021000901,"Census Tract 9.01, Pinal County, Arizona",5280,1227
1400000US04021000902,4021000902,"Census Tract 9.02, Pinal County, Arizona",3307,721
1400000US04021001000,4021001000,"Census Tract 10, Pinal County, Arizona",4827,456
1400000US04021001100,4021001100,"Census Tract 11, Pinal County, Arizona",6881,479
1400000US04021001200,4021001200,"Census Tract 12, Pinal County, Arizona",5078,653
1400000US04021001301,4021001301,"Census Tract 13.01, Pinal County, Arizona",7352,1022
1400000US04021001303,4021001303,"Census Tract 13.03, Pinal County, Arizona",1318,231
1400000US04021001304,4021001304,"Census Tract 13.04, Pinal County, Arizona",8646,944
1400000US04021001305,4021001305,"Census Tract 13.05, Pinal County, Arizona",5883,1015
1400000US04021001306,4021001306,"Census Tract 13.06, Pinal County, Arizona",4490,635
1400000US04021001403,4021001403,"Census Tract 14.03, Pinal County, Arizona",4696,567
1400000US04021001404,4021001404,"Census Tract 14.04, Pinal County, Arizona",4079,431
1400000US04021001405,4021001405,"Census Tract 14.05, Pinal County, Arizona",4394,528
1400000US04021001406,4021001406,"Census Tract 14.06, Pinal County, Arizona",5386,751
1400000US04021001407,4021001407,"Census Tract 14.07, Pinal County, Arizona",2238,439
1400000US04021001408,4021001408,"Census Tract 14.08, Pinal County, Arizona",1952,312
1400000US04021001500,4021001500,"Census Tract 15, Pinal County, Arizona",3963,669
1400000US04021001600,4021001600,"Census Tract 16, Pinal County, Arizona",5473,727
1400000US04021001701,4021001701,"Census Tract 17.01, Pinal County, Arizona",770,232
1400000US04021001702,4021001702,"Census Tract 17.02, Pinal County, Arizona",2536,452
1400000US04021001703,4021001703,"Census Tract 17.03, Pinal County, Arizona",1822,238
1400000US04021001704,4021001704,"Census Tract 17.04, Pinal County, Arizona",6811,701
1400000US04021001705,4021001705,"Census Tract 17.05, Pinal County, Arizona",6100,763
1400000US04021001706,4021001706,"Census Tract 17.06, Pinal County, Arizona",4475,518
1400000US04021001707,4021001707,"Census Tract 17.07, Pinal County, Arizona",6331,770
1400000US04021001708,4021001708,"Census Tract 17.08, Pinal County, Arizona",6010,662
1400000US04021001709,4021001709,"Census Tract 17.09, Pinal County, Arizona",3280,378
1400000US04021001710,4021001710,"Census Tract 17.10, Pinal County, Arizona",5658,948
1400000US04021001711,4021001711,"Census Tract 17.11, Pinal County, Arizona",2352,368
1400000US04021001900,4021001900,"Census Tract 19, Pinal County, Arizona",2810,395
1400000US04021002001,4021002001,"Census Tract 20.01, Pinal County, Arizona",3660,485
1400000US04021002002,4021002002,"Census Tract 20.02, Pinal County, Arizona",7517,666
1400000US04021002003,4021002003,"Census Tract 20.03, Pinal County, Arizona",4310,543
1400000US04021002101,4021002101,"Census Tract 21.01, Pinal County, Arizona",7166,1090
1400000US04021002102,4021002102,"Census Tract 21.02, Pinal County, Arizona",1225,371
1400000US04021002103,4021002103,"Census Tract 21.03, Pinal County, Arizona",4235,581
1400000US04021002200,4021002200,"Census Tract 22, Pinal County, Arizona",5020,681
1400000US04021002300,4021002300,"Census Tract 23, Pinal County, Arizona",2951,415
1400000US04021002400,4021002400,"Census Tract 24, Pinal County, Arizona",2067,293
1400000US04021941200,4021941200,"Census Tract 9412, Pinal County, Arizona",7015,1013
1400000US04021941300,4021941300,"Census Tract 9413, Pinal County, Arizona",3449,591
1400000US04021941400,4021941400,"Census Tract 9414, Pinal County, Arizona",8690,1290
1400000US04023966000,4023966000,"Census Tract 9660, Santa Cruz County, Arizona",3015,299
1400000US04023966101,4023966101,"Census Tract 9661.01, Santa Cruz County, Arizona",2742,379
1400000US04023966103,4023966103,"Census Tract 9661.03, Santa Cruz County, Arizona",1156,183
1400000US04023966104,4023966104,"Census Tract 9661.04, Santa Cruz County, Arizona",10012,627
1400000US04023966105,4023966105,"Census Tract 9661.05, Santa Cruz County, Arizona",9482,557
1400000US04023966200,4023966200,"Census Tract 9662, Santa Cruz County, Arizona",4727,502
1400000US04023966301,4023966301,"Census Tract 9663.01, Santa Cruz County, Arizona",4357,557
1400000US04023966302,4023966302,"Census Tract 9663.02, Santa Cruz County, Arizona",3760,527
1400000US04023966401,4023966401,"Census Tract 9664.01, Santa Cruz County, Arizona",3306,390
1400000US04023966402,4023966402,"Census Tract 9664.02, Santa Cruz County, Arizona",4693,385
1400000US04025000202,4025000202,"Census Tract 2.02, Yavapai County, Arizona",8012,552
1400000US04025000203,4025000203,"Census Tract 2.03, Yavapai County, Arizona",5813,644
1400000US04025000204,4025000204,"Census Tract 2.04, Yavapai County, Arizona",7083,869
1400000US04025000300,4025000300,"Census Tract 3, Yavapai County, Arizona",6193,680
1400000US04025000401,4025000401,"Census Tract 4.01, Yavapai County, Arizona",5940,477
1400000US04025000402,4025000402,"Census Tract 4.02, Yavapai County, Arizona",4871,495
1400000US04025000500,4025000500,"Census Tract 5, Yavapai County, Arizona",5247,476
1400000US04025000604,4025000604,"Census Tract 6.04, Yavapai County, Arizona",5257,456
1400000US04025000605,4025000605,"Census Tract 6.05, Yavapai County, Arizona",9460,761
1400000US04025000606,4025000606,"Census Tract 6.06, Yavapai County, Arizona",5851,580
1400000US04025000607,4025000607,"Census Tract 6.07, Yavapai County, Arizona",6016,603
1400000US04025000608,4025000608,"Census Tract 6.08, Yavapai County, Arizona",3780,310
1400000US04025000609,4025000609,"Census Tract 6.09, Yavapai County, Arizona",4724,455
1400000US04025000610,4025000610,"Census Tract 6.10, Yavapai County, Arizona",4069,462
1400000US04025000700,4025000700,"Census Tract 7, Yavapai County, Arizona",3394,405
1400000US04025000801,4025000801,"Census Tract 8.01, Yavapai County, Arizona",3771,478
1400000US04025000802,4025000802,"Census Tract 8.02, Yavapai County, Arizona",3341,286
1400000US04025000900,4025000900,"Census Tract 9, Yavapai County, Arizona",4561,545
1400000US04025001001,4025001001,"Census Tract 10.01, Yavapai County, Arizona",4358,364
1400000US04025001002,4025001002,"Census Tract 10.02, Yavapai County, Arizona",3316,451
1400000US04025001101,4025001101,"Census Tract 11.01, Yavapai County, Arizona",3741,264
1400000US04025001102,4025001102,"Census Tract 11.02, Yavapai County, Arizona",3760,304
1400000US04025001200,4025001200,"Census Tract 12, Yavapai County, Arizona",6458,648
1400000US04025001300,4025001300,"Census Tract 13, Yavapai County, Arizona",2432,328
1400000US04025001401,4025001401,"Census Tract 14.01, Yavapai County, Arizona",2269,408
1400000US04025001402,4025001402,"Census Tract 14.02, Yavapai County, Arizona",3052,414
1400000US04025001403,4025001403,"Census Tract 14.03, Yavapai County, Arizona",3368,317
1400000US04025001500,4025001500,"Census Tract 15, Yavapai County, Arizona",6274,741
1400000US04025001601,4025001601,"Census Tract 16.01, Yavapai County, Arizona",5805,575
1400000US04025001602,4025001602,"Census Tract 16.02, Yavapai County, Arizona",3961,631
1400000US04025001603,4025001603,"Census Tract 16.03, Yavapai County, Arizona",6851,838
1400000US04025001701,4025001701,"Census Tract 17.01, Yavapai County, Arizona",5928,632
1400000US04025001702,4025001702,"Census Tract 17.02, Yavapai County, Arizona",4520,491
1400000US04025001703,4025001703,"Census Tract 17.03, Yavapai County, Arizona",2650,309
1400000US04025001801,4025001801,"Census Tract 18.01, Yavapai County, Arizona",3182,326
1400000US04025001802,4025001802,"Census Tract 18.02, Yavapai County, Arizona",4737,388
1400000US04025001900,4025001900,"Census Tract 19, Yavapai County, Arizona",14235,1004
1400000US04025002001,4025002001,"Census Tract 20.01, Yavapai County, Arizona",4636,617
1400000US04025002002,4025002002,"Census Tract 20.02, Yavapai County, Arizona",5052,560
1400000US04025002003,4025002003,"Census Tract 20.03, Yavapai County, Arizona",4910,592
1400000US04025002004,4025002004,"Census Tract 20.04, Yavapai County, Arizona",8426,738
1400000US04025002100,4025002100,"Census Tract 21, Yavapai County, Arizona",2385,442
1400000US04027000100,4027000100,"Census Tract 1, Yuma County, Arizona",2472,307
1400000US04027000200,4027000200,"Census Tract 2, Yuma County, Arizona",3308,354
1400000US04027000301,4027000301,"Census Tract 3.01, Yuma County, Arizona",3744,464
1400000US04027000302,4027000302,"Census Tract 3.02, Yuma County, Arizona",4547,486
1400000US04027000402,4027000402,"Census Tract 4.02, Yuma County, Arizona",3196,356
1400000US04027000403,4027000403,"Census Tract 4.03, Yuma County, Arizona",1624,291
1400000US04027000404,4027000404,"Census Tract 4.04, Yuma County, Arizona",3528,535
1400000US04027000501,4027000501,"Census Tract 5.01, Yuma County, Arizona",2657,353
1400000US04027000502,4027000502,"Census Tract 5.02, Yuma County, Arizona",2679,322
1400000US04027000600,4027000600,"Census Tract 6, Yuma County, Arizona",4771,465
1400000US04027000700,4027000700,"Census Tract 7, Yuma County, Arizona",3948,432
1400000US04027000800,4027000800,"Census Tract 8, Yuma County, Arizona",4981,664
1400000US04027000901,4027000901,"Census Tract 9.01, Yuma County, Arizona",3100,343
1400000US04027000902,4027000902,"Census Tract 9.02, Yuma County, Arizona",2635,300
1400000US04027000903,4027000903,"Census Tract 9.03, Yuma County, Arizona",3092,278
1400000US04027000905,4027000905,"Census Tract 9.05, Yuma County, Arizona",8207,687
1400000US04027000907,4027000907,"Census Tract 9.07, Yuma County, Arizona",7491,622
1400000US04027000908,4027000908,"Census Tract 9.08, Yuma County, Arizona",3179,309
1400000US04027001001,4027001001,"Census Tract 10.01, Yuma County, Arizona",2581,387
1400000US04027001003,4027001003,"Census Tract 10.03, Yuma County, Arizona",1298,199
1400000US04027001004,4027001004,"Census Tract 10.04, Yuma County, Arizona",2372,347
1400000US04027001100,4027001100,"Census Tract 11, Yuma County, Arizona",4992,439
1400000US04027001200,4027001200,"Census Tract 12, Yuma County, Arizona",3881,351
1400000US04027010905,4027010905,"Census Tract 109.05, Yuma County, Arizona",3384,526
1400000US04027010907,4027010907,"Census Tract 109.07, Yuma County, Arizona",5288,546
1400000US04027010910,4027010910,"Census Tract 109.10, Yuma County, Arizona",1585,303
1400000US04027010911,4027010911,"Census Tract 109.11, Yuma County, Arizona",6753,421
1400000US04027010913,4027010913,"Census Tract 109.13, Yuma County, Arizona",971,316
1400000US04027010914,4027010914,"Census Tract 109.14, Yuma County, Arizona",680,395
1400000US04027011000,4027011000,"Census Tract 110, Yuma County, Arizona",2090,344
1400000US04027011104,4027011104,"Census Tract 111.04, Yuma County, Arizona",3948,467
1400000US04027011106,4027011106,"Census Tract 111.06, Yuma County, Arizona",6035,401
1400000US04027011107,4027011107,"Census Tract 111.07, Yuma County, Arizona",2201,263
1400000US04027011108,4027011108,"Census Tract 111.08, Yuma County, Arizona",3406,365
1400000US04027011110,4027011110,"Census Tract 111.10, Yuma County, Arizona",2680,372
1400000US04027011111,4027011111,"Census Tract 111.11, Yuma County, Arizona",3619,466
1400000US04027011112,4027011112,"Census Tract 111.12, Yuma County, Arizona",2347,281
1400000US04027011114,4027011114,"Census Tract 111.14, Yuma County, Arizona",1832,312
1400000US04027011115,4027011115,"Census Tract 111.15, Yuma County, Arizona",3184,379
1400000US04027011201,4027011201,"Census Tract 112.01, Yuma County, Arizona",4009,339
1400000US04027011202,4027011202,"Census Tract 112.02, Yuma County, Arizona",1748,271
1400000US04027011403,4027011403,"Census Tract 114.03, Yuma County, Arizona",4550,625
1400000US04027011405,4027011405,"Census Tract 114.05, Yuma County, Arizona",5489,557
1400000US04027011406,4027011406,"Census Tract 114.06, Yuma County, Arizona",9087,799
1400000US04027011501,4027011501,"Census Tract 115.01, Yuma County, Arizona",2551,283
1400000US04027011503,4027011503,"Census Tract 115.03, Yuma County, Arizona",5478,442
1400000US04027011504,4027011504,"Census Tract 115.04, Yuma County, Arizona",8635,456
1400000US04027011600,4027011600,"Census Tract 116, Yuma County, Arizona",9039,673
1400000US04027011700,4027011700,"Census Tract 117, Yuma County, Arizona",1222,275
1400000US04027011800,4027011800,"Census Tract 118, Yuma County, Arizona",8830,1606
1400000US04027012100,4027012100,"Census Tract 121, Yuma County, Arizona",1283,388
1400000US04027980003,4027980003,"Census Tract 9800.03, Yuma County, Arizona",0,13
1400000US04027980004,4027980004,"Census Tract 9800.04, Yuma County, Arizona",0,13
1400000US04027980005,4027980005,"Census Tract 9800.05, Yuma County, Arizona",815,326
1400000US04027980006,4027980006,"Census Tract 9800.06, Yuma County, Arizona",4431,456
